Other_Sales,EU_Sales,Platform,Global_Sales,JP_Sales,NA_Sales,Name,Rank
0.3,0.78,Pokémon Battle Revolution,0.0,0.37,1.59,0,41
0.35,0.51,Pokémon Super Mystery Dungeon,0.0,0.46,1.41,0,42
0.58,0.5,Pokémon Ranger: Guardian Signs,0.0,0.17,1.3,0,43
0.44,0.57,Pokémon Mystery Dungeon: Explorers of Sky,0.0,0.43,1.56,0,44
0.31,0.71,Pokémon XD: Gale of Darkness,0.0,0.19,1.25,0,45
0.35,0.47,Pokémon Rumble BlastRead the review,0.0,0.26,1.15,0,46
0.47,0.44,Pokémon Mystery Dungeon: Gates to Infinity,0.0,0.32,1.31,0,47
0.44,0.68,Pokémon Pinball: Ruby & Sapphire (Old all region sales),0.0,0.38,1.56,0,48
0.0,0.81,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),0.0,0.3,1.13,0,49
0.37,0.56,Pokémon ConquestRead the review,0.0,0.05,1.02,0,50
0.0,0.0,Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:,0.0,0.0,0.0,Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:Game of the Year:202420232022202120202019201820172016201520142013201220112010200920082007Genre:ActionAction-AdventureAdventureBoard GameEducationFightingMiscMMOMusicPartyPlatformPuzzleRacingRole-PlayingSandboxShooterSimulationSportsStrategyVisual NovelBox Art:YesNoBothGamewiseBanner:YesNoBothGames Owned:YesNoBothMulti-Platform Games:YesNoResults:102550100200Total Sales:Publisher:VGChartz Score:NA Sales:Developer:Critic Score:PAL Sales:Release Date:User Score:Japan Sales:Last Update:Other Sales:Total Shipped:SearchReset,Game Search (Add new game)Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:Game of the Year:202420232022202120202019201820172016201520142013201220112010200920082007Genre:ActionAction-AdventureAdventureBoard GameEducationFightingMiscMMOMusicPartyPlatformPuzzleRacingRole-PlayingSandboxShooterSimulationSportsStrategyVisual NovelBox Art:YesNoBothGamewiseBanner:YesNoBothGames Owned:YesNoBothMulti-Platform Games:YesNoResults:102550100200Total Sales:Publisher:VGChartz Score:NA Sales:Developer:Critic Score:PAL Sales:Release Date:User Score:Japan Sales:Last Update:Other Sales:Total Shipped:SearchResetResults: (95)<<12>>ABCDEFGHIJKLMNOPQRSTUVWXYZPosGameConsoleTotal SalesNA SalesPAL SalesJapan SalesOther Sales51Pokémon Card GB2: GRdan Sanjou0.89mN/AN/A0.89mN/A52Pokémon Dash0.77m0.21m0.14m0.38m0.04m53Pokémon Trozei!0.59m0.25m0.00m0.31m0.02m54Pokémon Art Academy0.50m0.18m0.12m0.17m0.03m55Pokémon Pinball: Ruby & Sapphire (JP weekly sales)0.45mN/AN/A0.44m0.01m56Pokémon Puzzle League0.45m0.36m0.08mN/A0.01m57Pokémon Channel0.38m0.24m0.06m0.07m0.01m58Learn with Pokémon: Typing Adventure0.29mN/AN/A0.29mN/A59Pokémon Box: Ruby and Sapphire0.28mN/AN/A0.27m0.01m60Pokémon Gold/Pokémon Silver0.22mN/A0.21mN/A0.01m61Pokémon I Choose You / Squirtle Squad Game Boy Advance Video0.18m0.13m0.05mN/A0.00m62Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video0.17m0.12m0.05mN/A0.00m63Pokémon: Johto Photo Finish: Game Boy Advance Video0.15m0.11m0.04mN/A0.00m64Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video0.13m0.09m0.03mN/A0.00m65Pokémon Crystal Version0.12mN/A0.11mN/A0.01m66Pokémon Rumble World0.11mN/A0.02m0.09m0.00m67Pokémon Rumble U0.00mN/A0.00mN/A0.00m68My Pokémon RanchN/AN/AN/AN/AN/A69Pokémon Battle TrozeiN/AN/AN/AN/AN/A70Pokémon Card Game: Asobikata DSN/AN/AN/AN/AN/A71Pokémon Colosseum Bonus DiscN/AN/AN/AN/AN/A72Pokémon Dream RadarN/AN/AN/AN/AN/A73Pokémon Mystery Dungeon: Go For It! Light Adventure SquadN/AN/AN/AN/AN/A74Pokémon Mystery Dungeon: Keep Going! Blazing Adventure SquadN/AN/AN/AN/AN/A75Pokémon Mystery Dungeon: Let's Go! Stormy Adventure SquadN/AN/AN/AN/AN/A76Pokémon PicrossN/AN/AN/AN/AN/A77Pokémon Puzzle ChallengeN/AN/AN/AN/AN/A78Pokémon Puzzle LeagueN/AN/AN/AN/AN/A79Pokémon RumbleN/AN/AN/AN/AN/A80Pokémon ShuffleN/AN/AN/AN/AN/A81Pokémon SnapN/AN/AN/AN/AN/A82Pokémon Trading Card Game OnlineN/AN/AN/AN/AN/A83The Band of Thieves & 1000 PokémonN/AN/AN/AN/AN/A84Pokémon Café MixN/AN/AN/AN/AN/A85Pokémon GON/AN/AN/AN/AN/A86Pokémon GON/AN/AN/AN/AN/A87Pokémon Legends Z-AN/AN/AN/AN/AN/A88Pokémon QuestN/AN/AN/AN/AN/A89Pokémon Red/Green/Blue/YellowN/AN/AN/AN/AN/A90Pokémon SnapN/AN/AN/AN/AN/A91Pokemon TCG PocketN/AN/AN/AN/AN/A92Pokemon TCG PocketRead the reviewN/AN/AN/AN/AN/A93Pokémon UniteN/AN/AN/AN/AN/A94Pokémon UniteN/AN/AN/AN/AN/A95Pokémon UniteN/AN/AN/AN/AN/AResults: (95)<<12>>
3.3226005200780014e+34,0.0,Name:,0.0,0.0,0.0,Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:,Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:Game of the Year:202420232022202120202019201820172016201520142013201220112010200920082007Genre:ActionAction-AdventureAdventureBoard GameEducationFightingMiscMMOMusicPartyPlatformPuzzleRacingRole-PlayingSandboxShooterSimulationSportsStrategyVisual NovelBox Art:YesNoBothGamewiseBanner:YesNoBothGames Owned:YesNoBothMulti-Platform Games:YesNoResults:102550100200Total Sales:Publisher:VGChartz Score:NA Sales:Developer:Critic Score:PAL Sales:Release Date:User Score:Japan Sales:Last Update:Other Sales:Total Shipped:SearchReset
0.0,0.0,0,0.0,3.3226005200780014e+34,0.0,Name:,Name:Keyword:Console:-3DO Interactive MultiplayerAcorn ElectronAllAmigaAmiga CD32Amstrad CPCAndroidApple IIArcadeAtari 2600Atari 5200Atari 7800Atari JaguarAtari LynxAtari STBBC MicroBrowserCD-iColecoVisionCommodore 128Commodore 64DSi WareFairchild Channel FFamicom Disk SystemFM TownsGame BoyGame Boy AdvanceGame Boy ColorGameCubeGameGearGizmondoHTC ViveIntellivisioniOSiQueLinuxMac OS XMagnavox OdysseyMicrosoft WindowsMS-DOSMSXN-GageNeo GeoNeo Geo XNintendo 2DSNintendo 3DSNintendo 64Nintendo DSNintendo DSiNintendo Entertainment SystemNintendo SwitchNvidia ShieldOculus RiftOuyaPC-FXPCEPlayStationPlayStation 2PlayStation 3PlayStation 4PlayStation 5PlayStation NetworkPlayStation PortablePlayStation VitaPlaystation VRSega 32XSega CDSega DreamcastSega GenesisSega Master SystemSega SaturnSeriesStandard MobileSuper FamicomSuper Nintendo Entertainment SystemTurboGrafx-16UnknownVirtual BoyVirtual ConsoleWiiWii UWiiWareWindows PhoneWonderSwanXboxXbox 360XBox LiveXbox OneXbox SeriesZX SpectrumRegion:AllAmericaJapanPALDeveloper:Publisher:
0.0,0.0,0,0.0,0.0,0.0,Total Sales:,Total Sales:Publisher:VGChartz Score:NA Sales:Developer:Critic Score:PAL Sales:Release Date:User Score:Japan Sales:Last Update:Other Sales:Total Shipped:SearchReset
0.89,0.0,Pokémon Card GB2: GRdan Sanjou,0.0,0.0,0.89,0,51
0.38,0.21,Pokémon Dash,0.0,0.14,0.77,0,52
0.31,0.25,Pokémon Trozei!,0.0,0.0,0.59,0,53
0.17,0.18,Pokémon Art Academy,0.0,0.12,0.5,0,54
0.44,0.0,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),0.0,0.0,0.45,0,55
0.0,0.36,Pokémon Puzzle League,0.0,0.08,0.45,0,56
0.07,0.24,Pokémon Channel,0.0,0.06,0.38,0,57
0.29,0.0,Learn with Pokémon: Typing Adventure,0.0,0.0,0.29,0,58
0.27,0.0,Pokémon Box: Ruby and Sapphire,0.0,0.0,0.28,0,59
0.0,0.0,Pokémon Gold/Pokémon Silver,0.0,0.21,0.22,0,60
0.0,0.13,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,0.0,0.05,0.18,0,61
0.0,0.12,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,0.0,0.05,0.17,0,62
0.0,0.11,Pokémon: Johto Photo Finish: Game Boy Advance Video,0.0,0.04,0.15,0,63
0.0,0.09,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.0,0.03,0.13,0,64
0.0,0.0,Pokémon Crystal Version,0.0,0.11,0.12,0,65
0.09,0.0,Pokémon Rumble World,0.0,0.02,0.11,0,66
0.0,0.0,Pokémon Rumble U,0.0,0.0,0.0,0,67
0.0,0.0,My Pokémon Ranch,0.0,0.0,0.0,0,68
0.0,0.0,Pokémon Battle Trozei,0.0,0.0,0.0,0,69
0.0,0.0,Pokémon Card Game: Asobikata DS,0.0,0.0,0.0,0,70
0.0,0.0,Pokémon Colosseum Bonus Disc,0.0,0.0,0.0,0,71
0.0,0.0,Pokémon Dream Radar,0.0,0.0,0.0,0,72
0.0,0.0,Pokémon Mystery Dungeon: Go For It! Light Adventure Squad,0.0,0.0,0.0,0,73
0.0,0.0,Pokémon Mystery Dungeon: Keep Going! Blazing Adventure Squad,0.0,0.0,0.0,0,74
0.0,0.0,Pokémon Mystery Dungeon: Let's Go! Stormy Adventure Squad,0.0,0.0,0.0,0,75
0.0,0.0,Pokémon Picross,0.0,0.0,0.0,0,76
0.0,0.0,Pokémon Puzzle Challenge,0.0,0.0,0.0,0,77
0.0,0.0,Pokémon Puzzle League,0.0,0.0,0.0,0,78
0.0,0.0,Pokémon Rumble,0.0,0.0,0.0,0,79
0.0,0.0,Pokémon Shuffle,0.0,0.0,0.0,0,80
0.0,0.0,Pokémon Snap,0.0,0.0,0.0,0,81
0.0,0.0,Pokémon Trading Card Game Online,0.0,0.0,0.0,0,82
0.0,0.0,The Band of Thieves & 1000 Pokémon,0.0,0.0,0.0,0,83
0.0,0.0,Pokémon Café Mix,0.0,0.0,0.0,0,84
0.0,0.0,Pokémon GO,0.0,0.0,0.0,0,85
0.0,0.0,Pokémon GO,0.0,0.0,0.0,0,86
0.0,0.0,Pokémon Legends Z-A,0.0,0.0,0.0,0,87
0.0,0.0,Pokémon Quest,0.0,0.0,0.0,0,88
0.0,0.0,Pokémon Red/Green/Blue/Yellow,0.0,0.0,0.0,0,89
0.0,0.0,Pokémon Snap,0.0,0.0,0.0,0,90
0.0,0.0,Pokemon TCG Pocket,0.0,0.0,0.0,0,91
0.0,0.0,Pokemon TCG PocketRead the review,0.0,0.0,0.0,0,92
0.0,0.0,Pokémon Unite,0.0,0.0,0.0,0,93
0.0,0.0,Pokémon Unite,0.0,0.0,0.0,0,94
0.0,0.0,Pokémon Unite,0.0,0.0,0.0,0,95
